Ráðuneyti,Rasto,Stofnun,Gjöld - sértekjur
02  Mennta- og menningarmálaráðuneyti,02209,Stofnun Árna Magnússonar í íslenskum fræðum,145033335
02  Mennta- og menningarmálaráðuneyti,02210,Háskólinn á Akureyri,669716433
02  Mennta- og menningarmálaráðuneyti,02216,Landbúnaðarháskóli Íslands,343265954
02  Mennta- og menningarmálaráðuneyti,02217,Hólaskóli - Háskólinn á Hólum,169678458
02  Mennta- og menningarmálaráðuneyti,02223,Námsmatsstofnun,57611926
02  Mennta- og menningarmálaráðuneyti,02225,Háskólinn á Bifröst,160848000
02  Mennta- og menningarmálaráðuneyti,02227,Háskólinn í Reykjavík,1007046000
02  Mennta- og menningarmálaráðuneyti,02228,Listaháskóli Íslands,325699920
02  Mennta- og menningarmálaráðuneyti,02231,Rannsóknamiðstöð Íslands,144947684
02  Mennta- og menningarmálaráðuneyti,02235,Markáætlun á sviði vísinda og tækni,16516041
02  Mennta- og menningarmálaráðuneyti,02236,Rannsóknasjóður,345570085
02  Mennta- og menningarmálaráðuneyti,02238,Tækjasjóður,54057180
02  Mennta- og menningarmálaráðuneyti,02239,Rannsóknarnámssjóður,43279834
02  Mennta- og menningarmálaráðuneyti,02269,"Háskóla- og vísindastofnanir, viðhald og stofnkostnaður",1837787
02  Mennta- og menningarmálaráðuneyti,02299,Háskóla- og rannsóknastarfsemi,230595143
02  Mennta- og menningarmálaráðuneyti,02301,Menntaskólinn í Reykjavík,275171848
02  Mennta- og menningarmálaráðuneyti,02302,Menntaskólinn á Akureyri,278553689
02  Mennta- og menningarmálaráðuneyti,02303,Menntaskólinn að Laugarvatni,94973325
02  Mennta- og menningarmálaráðuneyti,02304,Menntaskólinn við Hamrahlíð,462793057
02  Mennta- og menningarmálaráðuneyti,02305,Menntaskólinn við Sund,240101393
02  Mennta- og menningarmálaráðuneyti,02306,Menntaskólinn á Ísafirði,141377206
02  Mennta- og menningarmálaráðuneyti,02307,Menntaskólinn á Egilsstöðum,158778676
02  Mennta- og menningarmálaráðuneyti,02308,Menntaskólinn í Kópavogi,454543814
02  Mennta- og menningarmálaráðuneyti,02309,Kvennaskólinn í Reykjavík,246317617
02  Mennta- og menningarmálaráðuneyti,02316,Fasteignir framhaldsskóla,36220012
02  Mennta- og menningarmálaráðuneyti,02318,"Framhaldsskólar, stofnkostnaður",51800782
02  Mennta- og menningarmálaráðuneyti,02319,"Framhaldsskólar, almennt",398392013
02  Mennta- og menningarmálaráðuneyti,02320,Nám á framhaldsstigi vegna aðstæðna á vinnumarkaði,13920000
02  Mennta- og menningarmálaráðuneyti,02350,Fjölbrautaskólinn í Breiðholti,522236887
02  Mennta- og menningarmálaráðuneyti,02351,Fjölbrautaskólinn Ármúla,443770728
02  Mennta- og menningarmálaráðuneyti,02352,Flensborgarskóli,302216264
02  Mennta- og menningarmálaráðuneyti,02353,Fjölbrautaskóli Suðurnesja,387376378
02  Mennta- og menningarmálaráðuneyti,02354,Fjölbrautaskóli Vesturlands,225176354
02  Mennta- og menningarmálaráðuneyti,02355,Framhaldsskólinn í Vestmannaeyjum,114010578
02  Mennta- og menningarmálaráðuneyti,02356,Fjölbrautaskóli Norðurlands vestra,194341414
02  Mennta- og menningarmálaráðuneyti,02357,Fjölbrautaskóli Suðurlands,422185505
02  Mennta- og menningarmálaráðuneyti,02358,Verkmenntaskóli Austurlands,136339231
02  Mennta- og menningarmálaráðuneyti,02359,Verkmenntaskólinn á Akureyri,590603381
02  Mennta- og menningarmálaráðuneyti,02360,Fjölbrautaskólinn í Garðabæ,278417421
02  Mennta- og menningarmálaráðuneyti,02361,Framhaldsskólinn í A-Skaftafellssýslu,77963370
02  Mennta- og menningarmálaráðuneyti,02362,Framhaldsskólinn á Húsavík,63398927
02  Mennta- og menningarmálaráðuneyti,02363,Framhaldsskólinn á Laugum,102287467
02  Mennta- og menningarmálaráðuneyti,02365,Borgarholtsskóli,497270869
02  Mennta- og menningarmálaráðuneyti,02367,Fjölbrautaskóli Snæfellinga,113120527
02  Mennta- og menningarmálaráðuneyti,02368,Menntaskóli Borgarfjarðar,86998838
02  Mennta- og menningarmálaráðuneyti,02369,Menntaskólinn Hraðbraut,70800000
02  Mennta- og menningarmálaráðuneyti,02370,Framhaldsskólinn í Mosfellsbæ,86766670
02  Mennta- og menningarmálaráðuneyti,02372,Menntaskólinn á Tröllaskaga,53730599
02  Mennta- og menningarmálaráðuneyti,02430,Samskiptamiðstöð heyrnarlausra og heyrnarskertra,44588452
02  Mennta- og menningarmálaráðuneyti,02441,Fullorðinsfræðsla fatlaðra,111845385
02  Mennta- og menningarmálaráðuneyti,02451,Framhaldsfræðsla,653970127
02  Mennta- og menningarmálaráðuneyti,02504,Tækniskólinn,996095000
02  Mennta- og menningarmálaráðuneyti,02514,Iðnskólinn í Reykjavík,475294
02  Mennta- og menningarmálaráðuneyti,02516,Iðnskólinn í Hafnarfirði,279784867
02  Mennta- og menningarmálaráðuneyti,02518,Þróunarsjóður fyrir starfsnám,285884
02  Mennta- og menningarmálaráðuneyti,02519,Vinnustaðanámssjóður,51475106
02  Mennta- og menningarmálaráðuneyti,02541,Hússtjórnarskólinn í Reykjavík,16371691
02  Mennta- og menningarmálaráðuneyti,02551,Hússtjórnarskólinn Hallormsstað,15653391
02  Mennta- og menningarmálaráðuneyti,02565,Tónlistarnám á vegum sveitarfélaga,240000000
02  Mennta- og menningarmálaráðuneyti,02581,Verslunarskóli Íslands,468492401
02  Mennta- og menningarmálaráðuneyti,02720,"Grunnskólar, almennt",87617120
02  Mennta- og menningarmálaráðuneyti,02725,Námsgagnastofnun,210268367
02  Mennta- og menningarmálaráðuneyti,02872,Lánasjóður íslenskra námsmanna,7902113627
02  Mennta- og menningarmálaráðuneyti,02884,Jöfnun á námskostnaði,544259400
02  Mennta- og menningarmálaráðuneyti,02901,Fornleifavernd ríkisins,43201414
02  Mennta- og menningarmálaráðuneyti,02902,Þjóðminjasafn Íslands,194362282
02  Mennta- og menningarmálaráðuneyti,02903,Þjóðskjalasafn Íslands,150817573
02  Mennta- og menningarmálaráðuneyti,02904,Þjóðmenningarhúsið,43996893
02  Mennta- og menningarmálaráðuneyti,02905,Landsbókasafn Íslands - Háskólabókasafn,574763377
02  Mennta- og menningarmálaráðuneyti,02906,Listasafn Einars Jónssonar,8516476
02  Mennta- og menningarmálaráðuneyti,02907,Listasafn Íslands,93747225
02  Mennta- og menningarmálaráðuneyti,02908,Kvikmyndasafn Íslands,25760272
02  Mennta- og menningarmálaráðuneyti,02909,Blindrabókasafn Íslands,53430611
02  Mennta- og menningarmálaráðuneyti,02911,Náttúruminjasafn Íslands,9585426
02  Mennta- og menningarmálaráðuneyti,02913,Gljúfrasteinn - Hús skáldsins,16988348
02  Mennta- og menningarmálaráðuneyti,02918,Safnasjóður,60804809
02  Mennta- og menningarmálaráðuneyti,02919,Söfn og menningarminjar,48186000
02  Mennta- og menningarmálaráðuneyti,02961,Fjölmiðlanefnd,17054562
02  Mennta- og menningarmálaráðuneyti,02965,"Harpa, tónlistar- og ráðstefnuhús í Reykjavík",276786078
02  Mennta- og menningarmálaráðuneyti,02969,"Menningarstofnanir, viðhald og stofnkostnaður",27045203
02  Mennta- og menningarmálaráðuneyti,02971,Ríkisútvarpið,1549999998
02  Mennta- og menningarmálaráðuneyti,02972,Íslenski dansflokkurinn,62255372
02  Mennta- og menningarmálaráðuneyti,02973,Þjóðleikhúsið,382567031
02  Mennta- og menningarmálaráðuneyti,02974,Sinfóníuhljómsveit Íslands,519023852
02  Mennta- og menningarmálaráðuneyti,02977,Höfundarréttargjöld,21313669
02  Mennta- og menningarmálaráðuneyti,02978,Launasjóðir listamanna,241616521
02  Mennta- og menningarmálaráðuneyti,02979,Húsafriðunarnefnd,8431085
02  Mennta- og menningarmálaráðuneyti,02980,Listskreytingasjóður,352394
02  Mennta- og menningarmálaráðuneyti,02981,Kvikmyndamiðstöð Íslands,233135983
02  Mennta- og menningarmálaráðuneyti,02982,Listir,465853230
02  Mennta- og menningarmálaráðuneyti,02983,Ýmis fræðistörf,53339893
02  Mennta- og menningarmálaráðuneyti,02984,Norræn samvinna,7514128
02  Mennta- og menningarmálaráðuneyti,02985,"Rammaáætlanir ESB um menntun, rannsóknir og tækniþróun",9597333
02  Mennta- og menningarmálaráðuneyti,02988,Æskulýðsmál,122241945
02  Mennta- og menningarmálaráðuneyti,02989,Ýmis íþróttamál,175235959
02  Mennta- og menningarmálaráðuneyti,02999,Ýmislegt,116759161
03  Utanríkisráðuneyti,03101,"Utanríkisráðuneyti, aðalskrifstofa",647472647
03  Utanríkisráðuneyti,03111,Þýðingamiðstöð utanríkisráðuneytis,233882862
03  Utanríkisráðuneyti,03190,Ýmis verkefni,72765964
03  Utanríkisráðuneyti,03199,Ráðstöfunarfé,0
03  Utanríkisráðuneyti,03213,Varnarmál,0
03  Utanríkisráðuneyti,03300,Sendiráð Íslands,1378447005
03  Utanríkisráðuneyti,03390,Þróunarsamvinnustofnun Íslands,482400020
03  Utanríkisráðuneyti,03391,Þróunarmál og alþjóðleg hjálparstarfsemi,703852565
03  Utanríkisráðuneyti,03401,Alþjóðastofnanir,1082697130
03  Utanríkisráðuneyti,03611,Íslandsstofa,210544182
04  Sjávarútvegs- og landbúnaðarráðuneyti,04101,"Sjávarútvegs- og landbúnaðarráðuneyti, aðalskrifstofa",240558701
04  Sjávarútvegs- og landbúnaðarráðuneyti,04190,Ýmis verkefni,184467338
04  Sjávarútvegs- og landbúnaðarráðuneyti,04199,Ráðstöfunarfé,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04215,Fiskistofa,356222728
04  Sjávarútvegs- og landbúnaðarráðuneyti,04217,Verðlagsstofa skiptaverðs,7655984
04  Sjávarútvegs- og landbúnaðarráðuneyti,04234,Matvælastofnun,520415543
04  Sjávarútvegs- og landbúnaðarráðuneyti,04331,Héraðs- og Austurlandsskógar,32563213
04  Sjávarútvegs- og landbúnaðarráðuneyti,04332,Suðurlandsskógar,20474350
04  Sjávarútvegs- og landbúnaðarráðuneyti,04334,Vesturlandsskógar,10836930
04  Sjávarútvegs- og landbúnaðarráðuneyti,04335,Skjólskógar á Vestfjörðum,9080568
04  Sjávarútvegs- og landbúnaðarráðuneyti,04336,Norðurlandsskógar,28649532
04  Sjávarútvegs- og landbúnaðarráðuneyti,04401,Hafrannsóknastofnunin,785460306
04  Sjávarútvegs- og landbúnaðarráðuneyti,04405,Veiðimálastofnun,69374401
04  Sjávarútvegs- og landbúnaðarráðuneyti,04411,Matvælarannsóknir,203100000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04413,Verkefnasjóður sjávarútvegsins,-33594058
04  Sjávarútvegs- og landbúnaðarráðuneyti,04414,Sjávarspendýrasjóður,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04415,Sjóður til síldarrannsókna,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04416,Veiðarfærarannsóknir,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04417,Rannsóknasjóður til að auka verðmæti sjávarfangs,36623565
04  Sjávarútvegs- og landbúnaðarráðuneyti,04421,Bygging rannsóknastofnana sjávarútvegsins,22673270
04  Sjávarútvegs- og landbúnaðarráðuneyti,04423,Skrifstofa rannsóknastofnana atvinnuveganna,29355246
04  Sjávarútvegs- og landbúnaðarráðuneyti,04426,Húsbyggingarsjóður,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04481,Rannsóknir háskóla í þágu landbúnaðar,78100000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04483,Landgræðsla og skógrækt í þágu landbúnaðar,12000000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04487,Hagþjónusta landbúnaðarins,7625199
04  Sjávarútvegs- og landbúnaðarráðuneyti,04488,Hagskýrslur og hagrannsóknir um landbúnað,9000000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04801,Greiðslur vegna mjólkurframleiðslu,2403358130
04  Sjávarútvegs- og landbúnaðarráðuneyti,04805,Greiðslur vegna sauðfjárframleiðslu,2792118189
04  Sjávarútvegs- og landbúnaðarráðuneyti,04807,Greiðslur vegna grænmetisframleiðslu,137329771
04  Sjávarútvegs- og landbúnaðarráðuneyti,04811,Bændasamtök Íslands,207900000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04818,Búnaðarsjóður,-28380043
04  Sjávarútvegs- og landbúnaðarráðuneyti,04821,Framleiðnisjóður landbúnaðarins,113684267
04  Sjávarútvegs- og landbúnaðarráðuneyti,04824,Verðmiðlun landbúnaðarvara,202500000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04827,Fóðursjóður,1000555469
04  Sjávarútvegs- og landbúnaðarráðuneyti,04831,Jarðasjóður og Jarðeignir ríkisins,37730399
04  Sjávarútvegs- og landbúnaðarráðuneyti,04843,Fiskræktarsjóður,6269260
04  Sjávarútvegs- og landbúnaðarráðuneyti,04851,Greiðslur vegna riðuveiki,5391531
04  Sjávarútvegs- og landbúnaðarráðuneyti,04853,Bjargráðasjóður,5010000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04891,Sérstakar greiðslur í landbúnaði,0
06  Innanríkisráðuneyti,06101,"Innanríkisráðuneyti, aðalskrifstofa",365251068
06  Innanríkisráðuneyti,06102,Stjórnartíðindi,13210451
06  Innanríkisráðuneyti,06103,Lagasafn,-1081500
06  Innanríkisráðuneyti,06111,Kosningar,25308874
06  Innanríkisráðuneyti,06190,Ýmis verkefni,76122530
06  Innanríkisráðuneyti,06201,Hæstiréttur,67987267
06  Innanríkisráðuneyti,06210,Héraðsdómstólar,654587767
06  Innanríkisráðuneyti,06231,Málskostnaður í opinberum málum,283010449
06  Innanríkisráðuneyti,06232,Opinber réttaraðstoð,140895026
06  Innanríkisráðuneyti,06235,Bætur brotaþola,43963725
06  Innanríkisráðuneyti,06236,Sanngirnisbætur vegna misgjörða á vistheimilum fyrir börn,189834733
06  Innanríkisráðuneyti,06251,Persónuvernd,35711464
06  Innanríkisráðuneyti,06295,Landsdómur,71877931
06  Innanríkisráðuneyti,06301,Ríkissaksóknari,79532549
06  Innanríkisráðuneyti,06303,Ríkislögreglustjóri,610333763
06  Innanríkisráðuneyti,06305,Lögregluskóli ríkisins,104774372
06  Innanríkisráðuneyti,06309,Sérstakur saksóknari samkvæmt lögum nr. 135/2008,618568957
06  Innanríkisráðuneyti,06310,Lögreglustjórinn á höfuðborgarsvæðinu,1800730472
06  Innanríkisráðuneyti,06312,Lögreglustjórinn á Suðurnesjum,492031964
06  Innanríkisráðuneyti,06325,Samræmd neyðarsvörun,163184589
06  Innanríkisráðuneyti,06390,Ýmis löggæslu- og öryggismál,119925566
06  Innanríkisráðuneyti,06395,Landhelgisgæsla Íslands,2143470122
06  Innanríkisráðuneyti,06396,Landhelgissjóður Íslands,2831561
06  Innanríkisráðuneyti,06397,Schengen-samstarf,64952330
06  Innanríkisráðuneyti,06398,Útlendingastofnun,79431219
06  Innanríkisráðuneyti,06399,Hælisleitendur,74768790
06  Innanríkisráðuneyti,06411,Sýslumaðurinn í Reykjavík,159357289
06  Innanríkisráðuneyti,06412,Sýslumaðurinn á Akranesi,95702659
06  Innanríkisráðuneyti,06413,Sýslumaðurinn í Borgarnesi,89705503
06  Innanríkisráðuneyti,06414,Sýslumaður Snæfellinga,86414499
06  Innanríkisráðuneyti,06415,Sýslumaðurinn í Búðardal,11090638
06  Innanríkisráðuneyti,06416,Sýslumaðurinn á Patreksfirði,16007611
06  Innanríkisráðuneyti,06417,Sýslumaðurinn í Bolungarvík,15127153
06  Innanríkisráðuneyti,06418,Sýslumaðurinn á Ísafirði,161471461
06  Innanríkisráðuneyti,06419,Sýslumaðurinn á Hólmavík,11403154
06  Innanríkisráðuneyti,06420,Sýslumaðurinn á Blönduósi,104831318
06  Innanríkisráðuneyti,06421,Sýslumaðurinn á Sauðárkróki,77638964
06  Innanríkisráðuneyti,06422,Sýslumaðurinn á Siglufirði,21743023
06  Innanríkisráðuneyti,06424,Sýslumaðurinn á Akureyri,267693608
06  Innanríkisráðuneyti,06425,Sýslumaðurinn á Húsavík,94900705
06  Innanríkisráðuneyti,06426,Sýslumaðurinn á Seyðisfirði,95817658
06  Innanríkisráðuneyti,06428,Sýslumaðurinn á Eskifirði,124747980
06  Innanríkisráðuneyti,06429,Sýslumaðurinn á Höfn í Hornafirði,16557597
06  Innanríkisráðuneyti,06430,Sýslumaðurinn í Vík í Mýrdal,20647791
06  Innanríkisráðuneyti,06431,Sýslumaðurinn á Hvolsvelli,87242895
06  Innanríkisráðuneyti,06432,Sýslumaðurinn í Vestmannaeyjum,85637393
06  Innanríkisráðuneyti,06433,Sýslumaðurinn á Selfossi,211307853
06  Innanríkisráðuneyti,06434,Sýslumaðurinn í Reykjanesbæ,74749621
06  Innanríkisráðuneyti,06436,Sýslumaðurinn í Hafnarfirði,87250415
06  Innanríkisráðuneyti,06437,Sýslumaðurinn í Kópavogi,100829843
06  Innanríkisráðuneyti,06490,Ýmis rekstrarkostnaður sýslumannsembætta,57858640
06  Innanríkisráðuneyti,06501,Fangelsismálastofnun ríkisins,657537420
06  Innanríkisráðuneyti,06591,Fangelsisbyggingar,33777671
06  Innanríkisráðuneyti,06651,Vegagerðin,6547998909
06  Innanríkisráðuneyti,06657,Umferðarstofa,82548260
06  Innanríkisráðuneyti,06658,Rannsóknanefnd umferðarslysa,10581914
06  Innanríkisráðuneyti,06661,Siglingastofnun Íslands,366513538
06  Innanríkisráðuneyti,06662,Hafnarframkvæmdir,278080058
06  Innanríkisráðuneyti,06668,Rannsóknanefnd sjóslysa,18600663
06  Innanríkisráðuneyti,06671,Flugmálastjórn Íslands,266122108
06  Innanríkisráðuneyti,06672,Flugvellir og flugleiðsöguþjónusta,900384000
06  Innanríkisráðuneyti,06678,Rannsóknanefnd flugslysa,22426383
06  Innanríkisráðuneyti,06681,Póst- og fjarskiptastofnunin,178505575
06  Innanríkisráðuneyti,06682,Jöfnunarsjóður alþjónustu,46318308
06  Innanríkisráðuneyti,06689,Fjarskiptasjóður,1576678
06  Innanríkisráðuneyti,06701,Þjóðkirkjan,766448456
06  Innanríkisráðuneyti,06705,Kirkjumálasjóður,114718488
06  Innanríkisráðuneyti,06707,Kristnisjóður,37400000
06  Innanríkisráðuneyti,06733,Kirkjugarðar,444000000
06  Innanríkisráðuneyti,06735,Sóknargjöld,927313644
06  Innanríkisráðuneyti,06736,Jöfnunarsjóður sókna,148412034
06  Innanríkisráðuneyti,06801,Neytendastofa,89108975
06  Innanríkisráðuneyti,06805,Talsmaður neytenda,7489633
06  Innanríkisráðuneyti,06821,Þjóðskrá Íslands,588539164
06  Innanríkisráðuneyti,06841,Jöfnunarsjóður sveitarfélaga,8140345200
06  Innanríkisráðuneyti,06848,Meðlög samkvæmt lögum nr. 76/2003,57185527
06  Innanríkisráðuneyti,06996,Íslenska upplýsingasamfélagið,4167304
08  Velferðarráðuneyti,08101,"Velferðarráðuneyti, aðalskrifstofa",456349407
08  Velferðarráðuneyti,08190,Ýmis verkefni,55165619
08  Velferðarráðuneyti,08201,Tryggingastofnun ríkisins,472935315
08  Velferðarráðuneyti,08202,Sjúkratryggingar Íslands,243117313
08  Velferðarráðuneyti,08203,Bætur samkvæmt lögum um félagslega aðstoð,5729330592
08  Velferðarráðuneyti,08204,Lífeyristryggingar,28075427809
08  Velferðarráðuneyti,08206,Sjúkratryggingar,14664004879
08  Velferðarráðuneyti,08208,Slysatryggingar,410528514
08  Velferðarráðuneyti,08209,Sjúklingatrygging,55220095
08  Velferðarráðuneyti,08214,Eftirlaunasjóður aldraðra,23779292
08  Velferðarráðuneyti,08301,Landlæknir,381416894
08  Velferðarráðuneyti,08317,Lyfjastofnun,164097854
08  Velferðarráðuneyti,08327,Geislavarnir ríkisins,35868672
08  Velferðarráðuneyti,08331,Vinnueftirlit ríkisins,229771420
08  Velferðarráðuneyti,08332,Ríkissáttasemjari,32427297
08  Velferðarráðuneyti,08333,Jafnréttisstofa,31256853
08  Velferðarráðuneyti,08334,Umboðsmaður skuldara,595901324
08  Velferðarráðuneyti,08358,Sjúkrahúsið á Akureyri,2285635024
08  Velferðarráðuneyti,08373,Landspítali,18516080633
08  Velferðarráðuneyti,08379,"Sjúkrahús, óskipt",43882140
08  Velferðarráðuneyti,08383,Sjúkrahótel,47586424
08  Velferðarráðuneyti,08388,Samtök áhugamanna um áfengisvandamálið,327684000
08  Velferðarráðuneyti,08398,"Félagsmál, ýmis starfsemi",254878308
08  Velferðarráðuneyti,08399,"Heilbrigðismál, ýmis starfsemi",527552800
08  Velferðarráðuneyti,08401,"Öldrunarstofnanir, almennt",-428751008
08  Velferðarráðuneyti,08402,Framkvæmdasjóður aldraðra,1088647748
08  Velferðarráðuneyti,08405,"Hrafnista, Reykjavík",766740479
08  Velferðarráðuneyti,08406,"Hrafnista, Hafnarfirði",769031401
08  Velferðarráðuneyti,08407,"Grund, Reykjavik",727528138
08  Velferðarráðuneyti,08408,"Sunnuhlíð, Kópavogi",294032518
08  Velferðarráðuneyti,08409,Hjúkrunarheimilið Skjól,396875588
08  Velferðarráðuneyti,08410,Hjúkrunarheimilið Eir,704749261
08  Velferðarráðuneyti,08411,"Garðvangur, Garði",147169357
08  Velferðarráðuneyti,08412,Hjúkrunarheimilið Skógarbær,373004175
08  Velferðarráðuneyti,08413,Hjúkrunarheimilið Droplaugarstöðum,317022071
08  Velferðarráðuneyti,08414,"Hjúkrunarheimilið Lundur, Hellu",114965795
08  Velferðarráðuneyti,08415,"Hjúkrunarheimilið Hulduhlíð, Eskifirði",70500459
08  Velferðarráðuneyti,08416,"Hjúkrunarheimilið Hornbrekka, Ólafsfirði",90402001
08  Velferðarráðuneyti,08417,"Hjúkrunarheimilið Naust, Þórshöfn",35237385
08  Velferðarráðuneyti,08418,"Seljahlíð, Reykjavík",82687635
08  Velferðarráðuneyti,08419,"Sólvangur, Hafnarfirði",284500505
08  Velferðarráðuneyti,08423,"Höfði, Akranesi",244569502
08  Velferðarráðuneyti,08424,Dvalarheimili aldraðra Borgarnesi,161942348
08  Velferðarráðuneyti,08425,Dvalarheimili aldraðra Stykkishólmi,52089971
08  Velferðarráðuneyti,08426,"Fellaskjól, Grundarfirði",39806124
08  Velferðarráðuneyti,08427,"Jaðar, Ólafsvík",44946947
08  Velferðarráðuneyti,08428,"Fellsendi, Búðardal",92437966
08  Velferðarráðuneyti,08429,"Barmahlíð, Reykhólum",55907224
08  Velferðarráðuneyti,08433,"Dalbær, Dalvík",129640173
08  Velferðarráðuneyti,08434,Samningur við Akureyrarbæ um öldrunarþjónustu,652523303
08  Velferðarráðuneyti,08436,"Uppsalir, Fáskrúðsfirði",74190723
08  Velferðarráðuneyti,08437,Samningur við Sveitarfélagið Hornafjörð um öldrunarþjónustu,95710696
08  Velferðarráðuneyti,08438,"Klausturhólar, Kirkjubæjarklaustri",55032468
08  Velferðarráðuneyti,08439,"Hjallatún, Vík",55664916
08  Velferðarráðuneyti,08440,"Kumbaravogur, Stokkseyri",124259216
08  Velferðarráðuneyti,08441,"Ás/Ásbyrgi, Hveragerði",362900560
08  Velferðarráðuneyti,08442,"Hraunbúðir, Vestmannaeyjum",121699554
08  Velferðarráðuneyti,08443,"Holtsbúð, Garðabæ",162098352
08  Velferðarráðuneyti,08445,"Mörk, Reykjavík",435238236
08  Velferðarráðuneyti,08446,"Hrafnista, Kópavogi",156139192
08  Velferðarráðuneyti,08447,"Sóltún, Reykjavík",575632063
08  Velferðarráðuneyti,08460,"Dvalarrými aldraðra, önnur",204800905
08  Velferðarráðuneyti,08470,"Vesturhlíð, Reykjavík",4487756
08  Velferðarráðuneyti,08472,"Hlíðabær, Reykjavik",26970955
08  Velferðarráðuneyti,08473,"Lindargata, Reykjavík",23785562
08  Velferðarráðuneyti,08474,Dagvist og endurhæfingarstöð MS-sjúklinga,49274360
08  Velferðarráðuneyti,08475,"Múlabær, Reykjavík",40204950
08  Velferðarráðuneyti,08476,"Fríðuhús, Reykjavík",20846292
08  Velferðarráðuneyti,08477,"Dagvistun aldraðra, aðrar",253769491
08  Velferðarráðuneyti,08479,Hlaðgerðarkot,44520800
08  Velferðarráðuneyti,08491,"Reykjalundur, Mosfellsbæ",685646000
08  Velferðarráðuneyti,08492,Heilsustofnun Náttúrulækningafélags Íslands,263143200
08  Velferðarráðuneyti,08493,"Sjálfsbjörg, hjúkrunar- og endurhæfingarstofnun",241530000
08  Velferðarráðuneyti,08494,Hlein,59511000
08  Velferðarráðuneyti,08500,"Heilsugæslustöðvar, almennt",19129169
08  Velferðarráðuneyti,08501,Sjúkraflutningar,462941387
08  Velferðarráðuneyti,08506,Heilsugæsla á höfuðborgarsvæðinu,2223104434
08  Velferðarráðuneyti,08508,Miðstöð heimahjúkrunar á höfuðborgarsvæðinu,532500000
08  Velferðarráðuneyti,08515,Heilsugæslustöðin Lágmúla í Reykjavík,90586200
08  Velferðarráðuneyti,08517,Læknavaktin,164114400
08  Velferðarráðuneyti,08552,Heilsugæslustöðin Dalvík,51314346
08  Velferðarráðuneyti,08553,Samningur við Akureyrarbæ um heilsugæslu,261350400
08  Velferðarráðuneyti,08588,Heilsugæslustöðin í Salahverfi í Kópavogi,154561725
08  Velferðarráðuneyti,08700,Heilbrigðisstofnanir,6868985
08  Velferðarráðuneyti,08716,Heilbrigðisstofnun Vesturlands,1397835884
08  Velferðarráðuneyti,08721,Heilbrigðisstofnunin Patreksfirði,138596996
08  Velferðarráðuneyti,08726,Heilbrigðisstofnun Vestfjarða,528904805
08  Velferðarráðuneyti,08745,Heilbrigðisstofnunin Blönduósi,198207414
