Ráðuneyti,Rasto,Stofnun,Gjöld - sértekjur
02  Mennta- og menningarmálaráðuneyti,02367,Fjölbrautaskóli Snæfellinga,54131821
02  Mennta- og menningarmálaráðuneyti,02368,Menntaskóli Borgarfjarðar,46013438
02  Mennta- og menningarmálaráðuneyti,02369,Menntaskólinn Hraðbraut,35400000
02  Mennta- og menningarmálaráðuneyti,02370,Framhaldsskólinn í Mosfellsbæ,41275465
02  Mennta- og menningarmálaráðuneyti,02372,Menntaskólinn á Tröllaskaga,25317194
02  Mennta- og menningarmálaráðuneyti,02430,Samskiptamiðstöð heyrnarlausra og heyrnarskertra,21196472
02  Mennta- og menningarmálaráðuneyti,02441,Fullorðinsfræðsla fatlaðra,55879005
02  Mennta- og menningarmálaráðuneyti,02451,Framhaldsfræðsla,318412330
02  Mennta- og menningarmálaráðuneyti,02504,Tækniskólinn,459998000
02  Mennta- og menningarmálaráðuneyti,02514,Iðnskólinn í Reykjavík,450001
02  Mennta- og menningarmálaráðuneyti,02516,Iðnskólinn í Hafnarfirði,146749182
02  Mennta- og menningarmálaráðuneyti,02518,Þróunarsjóður fyrir starfsnám,0
02  Mennta- og menningarmálaráðuneyti,02519,Vinnustaðanámssjóður,0
02  Mennta- og menningarmálaráðuneyti,02541,Hússtjórnarskólinn í Reykjavík,7775491
02  Mennta- og menningarmálaráðuneyti,02551,Hússtjórnarskólinn Hallormsstað,7084991
02  Mennta- og menningarmálaráðuneyti,02565,Tónlistarnám á vegum sveitarfélaga,120000000
02  Mennta- og menningarmálaráðuneyti,02581,Verslunarskóli Íslands,230437210
02  Mennta- og menningarmálaráðuneyti,02720,"Grunnskólar, almennt",63787171
02  Mennta- og menningarmálaráðuneyti,02725,Námsgagnastofnun,102982898
02  Mennta- og menningarmálaráðuneyti,02872,Lánasjóður íslenskra námsmanna,5548519975
02  Mennta- og menningarmálaráðuneyti,02884,Jöfnun á námskostnaði,297559400
02  Mennta- og menningarmálaráðuneyti,02901,Fornleifavernd ríkisins,27535911
02  Mennta- og menningarmálaráðuneyti,02902,Þjóðminjasafn Íslands,87140879
02  Mennta- og menningarmálaráðuneyti,02903,Þjóðskjalasafn Íslands,78198688
02  Mennta- og menningarmálaráðuneyti,02904,Þjóðmenningarhúsið,23769567
02  Mennta- og menningarmálaráðuneyti,02905,Landsbókasafn Íslands - Háskólabókasafn,384773888
02  Mennta- og menningarmálaráðuneyti,02906,Listasafn Einars Jónssonar,3780960
02  Mennta- og menningarmálaráðuneyti,02907,Listasafn Íslands,49050071
02  Mennta- og menningarmálaráðuneyti,02908,Kvikmyndasafn Íslands,12868332
02  Mennta- og menningarmálaráðuneyti,02909,Blindrabókasafn Íslands,32126986
02  Mennta- og menningarmálaráðuneyti,02911,Náttúruminjasafn Íslands,5479850
02  Mennta- og menningarmálaráðuneyti,02913,Gljúfrasteinn - Hús skáldsins,7875283
02  Mennta- og menningarmálaráðuneyti,02918,Safnasjóður,2521974
02  Mennta- og menningarmálaráðuneyti,02919,"Söfn, ýmis framlög",33411000
02  Mennta- og menningarmálaráðuneyti,02961,Fjölmiðlanefnd,6024868
02  Mennta- og menningarmálaráðuneyti,02965,"Harpa, tónlistar- og ráðstefnuhús í Reykjavík",132014058
02  Mennta- og menningarmálaráðuneyti,02969,"Menningarstofnanir, viðhald og stofnkostnaður",11108481
02  Mennta- og menningarmálaráðuneyti,02971,Ríkisútvarpið,774999999
02  Mennta- og menningarmálaráðuneyti,02972,Íslenski dansflokkurinn,32116524
02  Mennta- og menningarmálaráðuneyti,02973,Þjóðleikhúsið,152973318
02  Mennta- og menningarmálaráðuneyti,02974,Sinfóníuhljómsveit Íslands,249735120
02  Mennta- og menningarmálaráðuneyti,02977,Höfundarréttargjöld,11156801
02  Mennta- og menningarmálaráðuneyti,02978,Launasjóðir listamanna,108659433
02  Mennta- og menningarmálaráðuneyti,02979,Húsafriðunarnefnd,24480439
02  Mennta- og menningarmálaráðuneyti,02980,Listskreytingasjóður,352394
02  Mennta- og menningarmálaráðuneyti,02981,Kvikmyndamiðstöð Íslands,124447729
02  Mennta- og menningarmálaráðuneyti,02982,"Listir, framlög",259130696
02  Mennta- og menningarmálaráðuneyti,02983,Ýmis fræðistörf,30474058
02  Mennta- og menningarmálaráðuneyti,02984,Norræn samvinna,-2457346
02  Mennta- og menningarmálaráðuneyti,02985,"Rammaáætlanir ESB um menntun, rannsóknir og tækniþróun",3886462
02  Mennta- og menningarmálaráðuneyti,02988,Æskulýðsmál,71874026
02  Mennta- og menningarmálaráðuneyti,02989,Ýmis íþróttamál,85082303
02  Mennta- og menningarmálaráðuneyti,02999,Ýmislegt,64769052
03  Utanríkisráðuneyti,03101,"Utanríkisráðuneyti, aðalskrifstofa",321233103
03  Utanríkisráðuneyti,03111,Þýðingamiðstöð utanríkisráðuneytis,114587597
03  Utanríkisráðuneyti,03190,Ýmis verkefni,44510840
03  Utanríkisráðuneyti,03213,Varnarmál,0
03  Utanríkisráðuneyti,03300,Sendiráð Íslands,678256164
03  Utanríkisráðuneyti,03390,Þróunarsamvinnustofnun Íslands,215391014
03  Utanríkisráðuneyti,03391,Þróunarmál og alþjóðleg hjálparstarfsemi,231939352
03  Utanríkisráðuneyti,03401,Alþjóðastofnanir,796183658
03  Utanríkisráðuneyti,03611,Íslandsstofa,104117483
04  Sjávarútvegs- og landbúnaðarráðuneyti,04101,"Sjávarútvegs- og landbúnaðarráðuneyti, aðalskrifstofa",109461170
04  Sjávarútvegs- og landbúnaðarráðuneyti,04190,Ýmis verkefni,133825693
04  Sjávarútvegs- og landbúnaðarráðuneyti,04215,Fiskistofa,195004512
04  Sjávarútvegs- og landbúnaðarráðuneyti,04217,Verðlagsstofa skiptaverðs,3612419
04  Sjávarútvegs- og landbúnaðarráðuneyti,04234,Matvælastofnun,260998615
04  Sjávarútvegs- og landbúnaðarráðuneyti,04331,Héraðs- og Austurlandsskógar,11475448
04  Sjávarútvegs- og landbúnaðarráðuneyti,04332,Suðurlandsskógar,7980076
04  Sjávarútvegs- og landbúnaðarráðuneyti,04334,Vesturlandsskógar,4825519
04  Sjávarútvegs- og landbúnaðarráðuneyti,04335,Skjólskógar á Vestfjörðum,3912388
04  Sjávarútvegs- og landbúnaðarráðuneyti,04336,Norðurlandsskógar,8782556
04  Sjávarútvegs- og landbúnaðarráðuneyti,04401,Hafrannsóknastofnunin,425653440
04  Sjávarútvegs- og landbúnaðarráðuneyti,04405,Veiðimálastofnun,42233348
04  Sjávarútvegs- og landbúnaðarráðuneyti,04411,Matvælarannsóknir,101550000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04413,Verkefnasjóður sjávarútvegsins,-79741221
04  Sjávarútvegs- og landbúnaðarráðuneyti,04414,Sjávarspendýrasjóður,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04415,Sjóður til síldarrannsókna,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04416,Veiðarfærarannsóknir,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04417,Rannsóknasjóður til að auka verðmæti sjávarfangs,29432385
04  Sjávarútvegs- og landbúnaðarráðuneyti,04421,Bygging rannsóknastofnana sjávarútvegsins,29657741
04  Sjávarútvegs- og landbúnaðarráðuneyti,04423,Skrifstofa rannsóknastofnana atvinnuveganna,13821388
04  Sjávarútvegs- og landbúnaðarráðuneyti,04426,Húsbyggingarsjóður,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04481,Rannsóknir háskóla í þágu landbúnaðar,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04483,Landgræðsla og skógrækt í þágu landbúnaðar,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04487,Hagþjónusta landbúnaðarins,4349194
04  Sjávarútvegs- og landbúnaðarráðuneyti,04488,Hagskýrslur og hagrannsóknir um landbúnað,4500000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04801,Greiðslur vegna mjólkurframleiðslu,1072563924
04  Sjávarútvegs- og landbúnaðarráðuneyti,04805,Greiðslur vegna sauðfjárframleiðslu,1848505733
04  Sjávarútvegs- og landbúnaðarráðuneyti,04807,Greiðslur vegna grænmetisframleiðslu,27310086
04  Sjávarútvegs- og landbúnaðarráðuneyti,04811,Bændasamtök Íslands,103950000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04818,Búnaðarsjóður,32060260
04  Sjávarútvegs- og landbúnaðarráðuneyti,04821,Framleiðnisjóður landbúnaðarins,81510275
04  Sjávarútvegs- og landbúnaðarráðuneyti,04824,Verðmiðlun landbúnaðarvara,101250000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04827,Fóðursjóður,397358198
04  Sjávarútvegs- og landbúnaðarráðuneyti,04831,Jarðasjóður og Jarðeignir ríkisins,19722731
04  Sjávarútvegs- og landbúnaðarráðuneyti,04840,Stuðningur við fiskeldi,0
04  Sjávarútvegs- og landbúnaðarráðuneyti,04843,Fiskræktarsjóður,849340
04  Sjávarútvegs- og landbúnaðarráðuneyti,04851,Greiðslur vegna riðuveiki,237291
04  Sjávarútvegs- og landbúnaðarráðuneyti,04853,Bjargráðasjóður,5010000
04  Sjávarútvegs- og landbúnaðarráðuneyti,04891,Sérstakar greiðslur í landbúnaði,0
06  Innanríkisráðuneyti,06101,"Innanríkisráðuneyti, aðalskrifstofa",181915758
06  Innanríkisráðuneyti,06102,Stjórnartíðindi,4563743
06  Innanríkisráðuneyti,06103,Lagasafn,-1081500
06  Innanríkisráðuneyti,06111,Kosningar,1034341
06  Innanríkisráðuneyti,06190,Ýmis verkefni,25518595
06  Innanríkisráðuneyti,06201,Hæstiréttur,33399853
06  Innanríkisráðuneyti,06210,Héraðsdómstólar,345803864
06  Innanríkisráðuneyti,06231,Málskostnaður í opinberum málum,117292685
06  Innanríkisráðuneyti,06232,Opinber réttaraðstoð,61274362
06  Innanríkisráðuneyti,06235,Bætur brotaþola,16343544
06  Innanríkisráðuneyti,06236,Sanngirnisbætur vegna misgjörða á vistheimilum fyrir börn,20309784
06  Innanríkisráðuneyti,06251,Persónuvernd,17975494
06  Innanríkisráðuneyti,06295,Landsdómur,33518757
06  Innanríkisráðuneyti,06301,Ríkissaksóknari,41509057
06  Innanríkisráðuneyti,06303,Ríkislögreglustjóri,255196126
06  Innanríkisráðuneyti,06305,Lögregluskóli ríkisins,56185963
06  Innanríkisráðuneyti,06309,Sérstakur saksóknari samkvæmt lögum nr. 135/2008,297610206
06  Innanríkisráðuneyti,06310,Lögreglustjórinn á höfuðborgarsvæðinu,870996414
06  Innanríkisráðuneyti,06312,Lögreglustjórinn á Suðurnesjum,235911331
06  Innanríkisráðuneyti,06325,Samræmd neyðarsvörun,92109588
06  Innanríkisráðuneyti,06390,Ýmis löggæslu- og öryggismál,56790291
06  Innanríkisráðuneyti,06395,Landhelgisgæsla Íslands,1019762295
06  Innanríkisráðuneyti,06396,Landhelgissjóður Íslands,795005
06  Innanríkisráðuneyti,06397,Schengen-samstarf,39186695
06  Innanríkisráðuneyti,06398,Útlendingastofnun,39378280
06  Innanríkisráðuneyti,06399,Hælisleitendur,41318923
06  Innanríkisráðuneyti,06411,Sýslumaðurinn í Reykjavík,78090107
06  Innanríkisráðuneyti,06412,Sýslumaðurinn á Akranesi,45895041
06  Innanríkisráðuneyti,06413,Sýslumaðurinn í Borgarnesi,43114097
06  Innanríkisráðuneyti,06414,Sýslumaður Snæfellinga,39351148
06  Innanríkisráðuneyti,06415,Sýslumaðurinn í Búðardal,5460640
06  Innanríkisráðuneyti,06416,Sýslumaðurinn á Patreksfirði,7639179
06  Innanríkisráðuneyti,06417,Sýslumaðurinn í Bolungarvík,7420253
06  Innanríkisráðuneyti,06418,Sýslumaðurinn á Ísafirði,75247472
06  Innanríkisráðuneyti,06419,Sýslumaðurinn á Hólmavík,5292866
06  Innanríkisráðuneyti,06420,Sýslumaðurinn á Blönduósi,49117507
06  Innanríkisráðuneyti,06421,Sýslumaðurinn á Sauðárkróki,37017020
06  Innanríkisráðuneyti,06422,Sýslumaðurinn á Siglufirði,10133542
06  Innanríkisráðuneyti,06424,Sýslumaðurinn á Akureyri,128567539
06  Innanríkisráðuneyti,06425,Sýslumaðurinn á Húsavík,45346473
06  Innanríkisráðuneyti,06426,Sýslumaðurinn á Seyðisfirði,44747738
06  Innanríkisráðuneyti,06428,Sýslumaðurinn á Eskifirði,59309068
06  Innanríkisráðuneyti,06429,Sýslumaðurinn á Höfn í Hornafirði,8215257
06  Innanríkisráðuneyti,06430,Sýslumaðurinn í Vík í Mýrdal,10260755
06  Innanríkisráðuneyti,06431,Sýslumaðurinn á Hvolsvelli,40786562
06  Innanríkisráðuneyti,06432,Sýslumaðurinn í Vestmannaeyjum,40690156
06  Innanríkisráðuneyti,06433,Sýslumaðurinn á Selfossi,100296410
06  Innanríkisráðuneyti,06434,Sýslumaðurinn í Reykjanesbæ,36217001
06  Innanríkisráðuneyti,06436,Sýslumaðurinn í Hafnarfirði,41495181
06  Innanríkisráðuneyti,06437,Sýslumaðurinn í Kópavogi,48078569
06  Innanríkisráðuneyti,06490,Ýmis rekstrarkostnaður sýslumannsembætta,27944902
06  Innanríkisráðuneyti,06491,Húsnæði og búnaður sýslumanna,0
06  Innanríkisráðuneyti,06501,Fangelsismálastofnun ríkisins,306267928
06  Innanríkisráðuneyti,06591,Fangelsisbyggingar,1468378
06  Innanríkisráðuneyti,06651,Vegagerðin,2926887559
06  Innanríkisráðuneyti,06657,Umferðarstofa,35082131
06  Innanríkisráðuneyti,06658,Rannsóknanefnd umferðarslysa,8484107
06  Innanríkisráðuneyti,06661,Siglingastofnun Íslands,183001648
06  Innanríkisráðuneyti,06662,Hafnarframkvæmdir,86337867
06  Innanríkisráðuneyti,06668,Rannsóknanefnd sjóslysa,8382531
06  Innanríkisráðuneyti,06671,Flugmálastjórn Íslands,144474193
06  Innanríkisráðuneyti,06672,Flugvellir og flugleiðsöguþjónusta,450192000
06  Innanríkisráðuneyti,06678,Rannsóknanefnd flugslysa,9411302
06  Innanríkisráðuneyti,06681,Póst- og fjarskiptastofnunin,98114967
06  Innanríkisráðuneyti,06682,Jöfnunarsjóður alþjónustu,0
06  Innanríkisráðuneyti,06689,Fjarskiptasjóður,352091
06  Innanríkisráðuneyti,06701,Þjóðkirkjan,386947038
06  Innanríkisráðuneyti,06705,Kirkjumálasjóður,57359244
06  Innanríkisráðuneyti,06707,Kristnisjóður,19100000
06  Innanríkisráðuneyti,06733,Kirkjugarðar,222000000
06  Innanríkisráðuneyti,06735,Sóknargjöld,463656822
06  Innanríkisráðuneyti,06736,Jöfnunarsjóður sókna,74206017
06  Innanríkisráðuneyti,06801,Neytendastofa,41095412
06  Innanríkisráðuneyti,06805,Talsmaður neytenda,3467168
06  Innanríkisráðuneyti,06821,Þjóðskrá Íslands,303968013
06  Innanríkisráðuneyti,06841,Jöfnunarsjóður sveitarfélaga,3356688000
06  Innanríkisráðuneyti,06848,Meðlög samkvæmt lögum nr. 76/2003,53574000
06  Innanríkisráðuneyti,06996,Íslenska upplýsingasamfélagið,927217
08  Velferðarráðuneyti,08101,"Velferðarráðuneyti, aðalskrifstofa",247105712
08  Velferðarráðuneyti,08190,Ýmis verkefni,31770965
08  Velferðarráðuneyti,08201,Tryggingastofnun ríkisins,237604779
08  Velferðarráðuneyti,08202,Sjúkratryggingar Íslands,132885105
08  Velferðarráðuneyti,08203,Bætur samkvæmt lögum um félagslega aðstoð,2845605464
08  Velferðarráðuneyti,08204,Lífeyristryggingar,14045901946
08  Velferðarráðuneyti,08206,Sjúkratryggingar,6718895430
08  Velferðarráðuneyti,08208,Slysatryggingar,176869643
08  Velferðarráðuneyti,08209,Sjúklingatrygging,40225579
08  Velferðarráðuneyti,08214,Eftirlaunasjóður aldraðra,12556702
08  Velferðarráðuneyti,08301,Landlæknir,170383793
08  Velferðarráðuneyti,08317,Lyfjastofnun,82731294
08  Velferðarráðuneyti,08327,Geislavarnir ríkisins,7737024
08  Velferðarráðuneyti,08331,Vinnueftirlit ríkisins,101694607
08  Velferðarráðuneyti,08332,Ríkissáttasemjari,15170938
08  Velferðarráðuneyti,08333,Jafnréttisstofa,18778152
08  Velferðarráðuneyti,08334,Umboðsmaður skuldara,302865429
08  Velferðarráðuneyti,08358,Sjúkrahúsið á Akureyri,1072549816
08  Velferðarráðuneyti,08373,Landspítali,8991245531
08  Velferðarráðuneyti,08379,"Sjúkrahús, óskipt",36000
08  Velferðarráðuneyti,08383,Sjúkrahótel,23385730
08  Velferðarráðuneyti,08384,"Rjóður, hvíldarheimili fyrir börn",0
08  Velferðarráðuneyti,08388,Samtök áhugamanna um áfengisvandamálið,165842000
08  Velferðarráðuneyti,08398,"Félagsmál, ýmis starfsemi",91521436
08  Velferðarráðuneyti,08399,"Heilbrigðismál, ýmis starfsemi",273761502
08  Velferðarráðuneyti,08401,"Öldrunarstofnanir, almennt",-50523998
08  Velferðarráðuneyti,08402,Framkvæmdasjóður aldraðra,1893721
08  Velferðarráðuneyti,08405,"Hrafnista, Reykjavík",371602967
08  Velferðarráðuneyti,08406,"Hrafnista, Hafnarfirði",391781986
08  Velferðarráðuneyti,08407,"Grund, Reykjavik",382063552
08  Velferðarráðuneyti,08408,"Sunnuhlíð, Kópavogi",155775040
08  Velferðarráðuneyti,08409,Hjúkrunarheimilið Skjól,217388408
08  Velferðarráðuneyti,08410,Hjúkrunarheimilið Eir,373567409
08  Velferðarráðuneyti,08411,"Garðvangur, Garði",81004288
08  Velferðarráðuneyti,08412,Hjúkrunarheimilið Skógarbær,165822915
08  Velferðarráðuneyti,08413,Hjúkrunarheimilið Droplaugarstöðum,162904661
08  Velferðarráðuneyti,08414,"Hjúkrunarheimilið Lundur, Hellu",59046135
08  Velferðarráðuneyti,08415,"Hjúkrunarheimilið Hulduhlíð, Eskifirði",32790096
08  Velferðarráðuneyti,08416,"Hjúkrunarheimilið Hornbrekka, Ólafsfirði",39975029
08  Velferðarráðuneyti,08417,"Hjúkrunarheimilið Naust, Þórshöfn",22314441
08  Velferðarráðuneyti,08418,"Seljahlíð, Reykjavík",43942552
08  Velferðarráðuneyti,08419,"Sólvangur, Hafnarfirði",138263015
08  Velferðarráðuneyti,08423,"Höfði, Akranesi",125551232
08  Velferðarráðuneyti,08424,Dvalarheimili aldraðra Borgarnesi,80953570
08  Velferðarráðuneyti,08425,Dvalarheimili aldraðra Stykkishólmi,28962809
08  Velferðarráðuneyti,08426,"Fellaskjól, Grundarfirði",21611721
08  Velferðarráðuneyti,08427,"Jaðar, Ólafsvík",23023842
08  Velferðarráðuneyti,08428,"Fellsendi, Búðardal",48097450
08  Velferðarráðuneyti,08429,"Barmahlíð, Reykhólum",29963212
08  Velferðarráðuneyti,08433,"Dalbær, Dalvík",67078743
08  Velferðarráðuneyti,08434,Samningur við Akureyrarbæ um öldrunarþjónustu,344952264
08  Velferðarráðuneyti,08436,"Uppsalir, Fáskrúðsfirði",36957469
08  Velferðarráðuneyti,08437,Samningur við Sveitarfélagið Hornafjörð um öldrunarþjónustu,51371423
08  Velferðarráðuneyti,08438,"Klausturhólar, Kirkjubæjarklaustri",26589066
08  Velferðarráðuneyti,08439,"Hjallatún, Vík",29032458
08  Velferðarráðuneyti,08440,"Kumbaravogur, Stokkseyri",71876665
08  Velferðarráðuneyti,08441,"Ás/Ásbyrgi, Hveragerði",178171281
08  Velferðarráðuneyti,08442,"Hraunbúðir, Vestmannaeyjum",63366275
08  Velferðarráðuneyti,08443,"Holtsbúð, Garðabæ",87087203
08  Velferðarráðuneyti,08445,"Mörk, Reykjavík",223511449
08  Velferðarráðuneyti,08446,"Hrafnista, Kópavogi",79416349
08  Velferðarráðuneyti,08447,"Sóltún, Reykjavík",286036275
08  Velferðarráðuneyti,08460,"Dvalarrými aldraðra, önnur",107311254
08  Velferðarráðuneyti,08470,"Vesturhlíð, Reykjavík",2194010
08  Velferðarráðuneyti,08472,"Hlíðabær, Reykjavik",13857795
08  Velferðarráðuneyti,08473,"Lindargata, Reykjavík",8175564
08  Velferðarráðuneyti,08474,Dagvist og endurhæfingarstöð MS-sjúklinga,25220748
08  Velferðarráðuneyti,08475,"Múlabær, Reykjavík",20501950
08  Velferðarráðuneyti,08476,"Fríðuhús, Reykjavík",10636794
08  Velferðarráðuneyti,08477,"Dagvistun aldraðra, aðrar",102097005
08  Velferðarráðuneyti,08479,Hlaðgerðarkot,22260600
08  Velferðarráðuneyti,08491,"Reykjalundur, Mosfellsbæ",342823200
08  Velferðarráðuneyti,08492,Heilsustofnun Náttúrulækningafélags Íslands,131571600
08  Velferðarráðuneyti,08493,"Sjálfsbjörg, hjúkrunar- og endurhæfingarstofnun",120765000
08  Velferðarráðuneyti,08494,Hlein,30174000
08  Velferðarráðuneyti,08500,"Heilsugæslustöðvar, almennt",12369094
08  Velferðarráðuneyti,08501,Sjúkraflutningar,208075000
08  Velferðarráðuneyti,08506,Heilsugæsla á höfuðborgarsvæðinu,1056215271
08  Velferðarráðuneyti,08508,Miðstöð heimahjúkrunar á höfuðborgarsvæðinu,275398500
08  Velferðarráðuneyti,08515,Heilsugæslustöðin Lágmúla í Reykjavík,45293100
08  Velferðarráðuneyti,08517,Læknavaktin,72907200
08  Velferðarráðuneyti,08552,Heilsugæslustöðin Dalvík,23973777
08  Velferðarráðuneyti,08553,Samningur við Akureyrarbæ um heilsugæslu,130675200
08  Velferðarráðuneyti,08588,Heilsugæslustöðin í Salahverfi í Kópavogi,68136134
08  Velferðarráðuneyti,08700,Heilbrigðisstofnanir,559731
08  Velferðarráðuneyti,08716,Heilbrigðisstofnun Vesturlands,677965631
